id,last,first,bat,throw,team,g,g_p,g_sp,g_rp,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr,first_g,last_g,season
arcio002,Arcia,Orlando,R,R,ATL,159,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,20240329,20241002,2024
arenn001,Arenado,Nolan,R,R,SLN,152,0,0,0,0,0,0,146,0,0,0,0,0,6,1,0,20240328,20240927,2024
ariag002,Arias,Gabriel,R,R,CLE,53,0,0,0,0,4,6,20,15,2,4,2,8,3,4,1,20240330,20240710,2024
armss001,Armstrong,Shawn,R,R,CHN,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20240901,20240919,2024
armss001,Armstrong,Shawn,R,R,SLN,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,20240802,20240826,2024
armss001,Armstrong,Shawn,R,R,TBA,38,38,7,31,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240728,2024
arozr001,Arozarena,Randy,R,R,SEA,54,0,0,0,0,0,0,0,0,51,2,0,52,2,0,0,20240727,20240929,2024
arozr001,Arozarena,Randy,R,R,TBA,100,0,0,0,0,0,0,0,0,89,7,0,93,5,6,0,20240328,20240725,2024
arral001,Arraez,Luis,L,R,MIA,33,0,0,0,0,8,33,0,0,0,0,0,0,0,0,0,20240328,20240502,2024
arral001,Arraez,Luis,L,R,SDN,124,0,0,0,0,65,9,0,0,0,0,0,0,50,4,0,20240504,20241011,2024
arris001,Arrighetti,Spencer,R,R,HOU,29,29,28,1,0,0,0,0,0,0,0,0,0,0,0,0,20240410,20240927,2024
ashba003,Ashby,Aaron,R,L,MIL,15,15,2,13,0,0,0,0,0,0,0,0,0,0,0,0,20240408,20241001,2024
ashcg001,Ashcraft,Graham,L,R,CIN,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,20240402,20240707,2024
assaj001,Assad,Javier,R,R,CHN,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,20240402,20240925,2024
aviln001,Avila,Nick,R,R,SFN,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20240401,20240524,2024
avilp001,Avila,Pedro,R,R,CLE,53,53,0,53,0,0,0,0,0,0,0,0,0,0,0,0,20240424,20241017,2024
avilp001,Avila,Pedro,R,R,SDN,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20240329,20240408,2024
azocj001,Azocar,Jose,R,R,SDN,61,0,0,0,0,0,0,0,0,45,11,5,56,2,4,12,20240320,20240622,2024
bachl001,Bachar,Lake,R,R,MIA,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20240908,20240929,2024
badda001,Baddoo,Akil,L,L,DET,31,0,0,0,0,0,0,0,0,21,5,4,28,0,3,1,20240512,20240815,2024
badeh001,Bader,Harrison,R,R,NYN,155,0,0,0,0,0,0,0,0,0,152,0,152,1,11,6,20240329,20241018,2024
bae-j001,Bae,Ji Hwan,L,R,PIT,29,0,0,0,0,0,1,0,0,0,15,12,23,4,1,6,20240521,20240826,2024
baezj001,Baez,Javier,R,R,DET,80,0,0,0,0,0,0,0,80,0,0,0,0,0,1,2,20240328,20240822,2024
bailp001,Bailey,Patrick,B,R,SFN,121,0,0,0,115,0,0,0,0,0,0,0,0,3,13,0,20240328,20240928,2024
bakeb001,Baker,Bryan,R,R,BAL,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,20240613,20240926,2024
baked003,Baker,Darren,L,R,WAS,9,0,0,0,0,0,4,0,0,1,0,0,1,2,5,1,20240901,20240929,2024
bakel001,Baker,Luken,R,R,SLN,21,0,0,0,0,1,0,0,0,0,0,0,0,12,12,0,20240821,20240929,2024
baldb001,Baldwin,Brooks,B,R,CHA,33,0,0,0,0,0,24,0,9,0,0,0,0,0,0,0,20240719,20240903,2024
banda001,Banda,Anthony,L,L,LAN,58,58,2,56,0,0,0,0,0,0,0,0,0,0,0,0,20240519,20241030,2024
bankt001,Banks,Tanner,R,L,CHA,41,41,1,40,0,0,0,0,0,0,0,0,0,0,0,0,20240331,20240729,2024
bankt001,Banks,Tanner,R,L,PHI,23,23,1,22,0,0,0,0,0,0,0,0,0,0,0,0,20240731,20241005,2024
banud001,Banuelos,David,R,R,BAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20240416,20240416,2024
barga001,Barger,Addison,L,R,TOR,69,0,0,0,0,0,0,36,0,10,0,27,34,2,10,1,20240424,20240929,2024
barls001,Barlow,Scott,R,R,CLE,63,63,0,63,0,0,0,0,0,0,0,0,0,0,0,0,20240329,20240907,2024
barna001,Barnes,Austin,R,R,LAN,55,0,0,0,46,0,2,0,0,0,0,0,0,3,8,0,20240331,20241018,2024
barnj002,Barnes,Jacob,R,R,WAS,63,63,0,63,0,0,0,0,0,0,0,0,0,0,0,0,20240423,20240926,2024
barnm001,Barnes,Matt,R,R,WAS,14,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240502,2024
barnt001,Barnhart,Tucker,L,R,ARI,31,1,0,1,31,0,0,0,0,0,0,0,0,0,1,0,20240331,20240630,2024
barrj004,Barrosa,Jorge,B,L,ARI,8,0,0,0,0,0,0,0,0,1,5,0,6,0,2,0,20240401,20240905,2024
bartj003,Bart,Joey,R,R,PIT,80,0,0,0,69,0,0,0,0,0,0,0,0,11,4,0,20240406,20240929,2024
bassb002,Basso,Brady,R,L,OAK,7,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,20240531,20240925,2024
bassc001,Bassitt,Chris,R,R,TOR,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,20240329,20240923,2024
battm001,Batten,Matthew,R,R,SDN,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20240417,20240417,2024
batyb001,Baty,Brett,L,R,NYN,50,0,0,0,0,0,0,47,0,0,0,0,0,0,6,1,20240329,20240609,2024
bauej001,Bauers,Jake,L,L,MIL,119,4,0,4,0,77,0,0,0,8,0,10,16,18,34,2,20240329,20241003,2024
baumm001,Baumann,Mike,R,R,ANA,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20240731,20240822,2024
baumm001,Baumann,Mike,R,R,BAL,17,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240517,2024
baumm001,Baumann,Mike,R,R,MIA,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,20240827,20240927,2024
baumm001,Baumann,Mike,R,R,SEA,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,20240523,20240711,2024
baumm001,Baumann,Mike,R,R,SFN,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20240726,20240726,2024
baz-s001,Baz,Shane,R,R,TBA,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,20240705,20240928,2024
bazae001,Bazardo,Eduard,R,R,SEA,23,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,20240509,20240929,2024
beckj003,Beck,Jordan,R,R,COL,55,0,0,0,0,0,0,0,0,37,3,14,54,0,2,1,20240430,20240929,2024
beckt002,Beck,Tristan,R,R,SFN,7,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,20240903,20240928,2024
bednd001,Bednar,David,L,R,PIT,62,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0,20240330,20240928,2024
beedt001,Beede,Tyler,R,R,CLE,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,20240330,20240502,2024
beekj001,Beeks,Jalen,L,L,COL,45,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240722,2024
beekj001,Beeks,Jalen,L,L,PIT,26,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,20240731,20240928,2024
beetc001,Beeter,Clayton,R,R,NYA,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20240329,20240928,2024
bellb002,Bello,Brayan,R,R,BOS,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240924,2024
bellc002,Bellinger,Cody,L,L,CHN,130,0,0,0,0,22,0,0,0,1,48,49,94,24,0,0,20240328,20240928,2024
bellj005,Bell,Josh,B,R,ARI,41,0,0,0,0,31,0,0,0,0,0,0,0,8,6,0,20240802,20240928,2024
bellj005,Bell,Josh,B,R,MIA,104,0,0,0,0,67,0,0,0,0,0,0,0,37,0,0,20240328,20240728,2024
bellv001,Bellozo,Valente,R,R,MIA,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,20240626,20240926,2024
benda001,Bender,Anthony,R,R,MIA,59,59,0,59,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240929,2024
benia002,Benintendi,Andrew,L,L,CHA,135,0,0,0,0,0,0,0,0,124,1,0,125,5,12,0,20240328,20240928,2024
bensw001,Benson,Will,L,L,CIN,128,0,0,0,0,0,0,0,0,55,43,45,118,7,11,3,20240328,20240927,2024
bermj001,Bermudez,Jonathan,L,L,MIA,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,20240827,20240911,2024
bernb001,Bernardino,Brennan,L,L,BOS,57,57,3,54,0,0,0,0,0,0,0,0,0,0,0,0,20240410,20240910,2024
berrj001,Berrios,Jose,R,R,TOR,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240927,2024
berrp001,Berroa,Prelander,R,R,CHA,17,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,20240430,20240929,2024
berrs002,Berroa,Steward,B,R,TOR,28,0,0,0,0,0,0,0,0,6,2,13,21,2,1,9,20240623,20240929,2024
bertj001,Berti,Jon,R,R,NYA,29,0,0,0,0,3,3,18,0,1,0,0,1,1,2,5,20240331,20241018,2024
bethc001,Bethancourt,Christian,R,R,CHN,24,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,20240728,20240929,2024
bethc001,Bethancourt,Christian,R,R,MIA,38,0,0,0,36,0,0,0,0,0,0,0,0,2,2,0,20240328,20240618,2024
bettm001,Betts,Mookie,R,R,LAN,132,0,0,0,0,0,18,0,65,0,0,59,59,0,1,0,20240320,20241030,2024
bibet001,Bibee,Tanner,R,R,CLE,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,20240330,20241019,2024
bichb001,Bichette,Bo,R,R,TOR,81,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,20240328,20240917,2024
bickp001,Bickford,Phil,R,R,NYA,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20240621,20240904,2024
bidoo001,Bido,Osvaldo,R,R,OAK,16,16,9,7,0,0,0,0,0,0,0,0,0,0,0,0,20240508,20240907,2024
biebs001,Bieber,Shane,R,R,CLE,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240402,2024
bielb001,Bielak,Brandon,L,R,HOU,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20240329,20240507,2024
bielb001,Bielak,Brandon,L,R,OAK,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20240517,20240921,2024
biggc002,Biggio,Cavan,L,R,ATL,4,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,20240911,20240919,2024
biggc002,Biggio,Cavan,L,R,LAN,30,0,0,0,0,12,1,14,0,0,0,4,4,0,2,2,20240612,20240804,2024
biggc002,Biggio,Cavan,L,R,TOR,44,0,0,0,0,5,25,4,0,0,0,10,10,4,3,6,20240328,20240606,2024
biggh001,Bigge,Hunter,R,R,CHN,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20240709,20240720,2024
biggh001,Bigge,Hunter,R,R,TBA,15,15,1,14,0,0,0,0,0,0,0,0,0,0,0,0,20240730,20240929,2024
birdh001,Birdsong,Hayden,R,R,SFN,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,20240626,20240929,2024
birdj001,Bird,Jake,R,R,COL,35,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,20240329,20240928,2024
bives001,Bivens,Spencer,R,R,SFN,27,27,2,25,0,0,0,0,0,0,0,0,0,0,0,0,20240616,20240928,2024
blacc001,Blackmon,Charlie,L,L,COL,124,0,0,0,0,0,0,0,0,0,1,26,26,89,12,0,20240328,20240929,2024
blacm001,Black,Mason,R,R,SFN,9,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,20240506,20240925,2024
blacp001,Blackburn,Paul,R,R,NYN,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,20240802,20240823,2024
blacp001,Blackburn,Paul,R,R,OAK,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,20240331,20240726,2024
blact002,Blach,Ty,R,L,COL,20,20,12,8,0,0,0,0,0,0,0,0,0,0,0,0,20240422,20240907,2024
blact003,Black,Tyler,L,R,MIL,18,0,0,0,0,6,0,0,0,0,0,0,0,10,1,3,20240430,20240821,2024
blalb001,Blalock,Bradley,R,R,COL,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20240812,20240910,2024
blalb001,Blalock,Bradley,R,R,MIL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20240620,20240620,2024
bland001,Blanco,Dairon,R,R,KCA,89,0,0,0,0,0,0,0,0,37,15,21,68,10,5,43,20240328,20241002,2024
blanr001,Blanco,Ronel,R,R,HOU,31,31,29,2,0,0,0,0,0,0,0,0,0,0,0,0,20240401,20241001,2024
blant002,Blankenhorn,Travis,L,R,WAS,13,0,0,0,0,0,0,0,0,0,0,3,3,10,3,0,20240730,20240818,2024
bledj001,Bleday,JJ,L,L,OAK,159,0,0,0,0,0,0,0,0,0,157,0,157,1,11,0,20240328,20240929,2024
blews001,Blewett,Scott,R,R,MIN,12,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20240812,20240929,2024
blisr001,Bliss,Ryan,R,R,SEA,33,0,0,0,0,0,25,0,0,0,0,0,0,3,3,8,20240527,20240809,2024
blosj001,Bloss,Jake,R,R,HOU,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20240621,20240723,2024
bogax001,Bogaerts,Xander,R,R,SDN,118,0,0,0,0,0,85,0,27,0,0,0,0,9,1,0,20240320,20241011,2024
bohma001,Bohm,Alec,R,R,NLS,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20240716,20240716,2024
bohma001,Bohm,Alec,R,R,PHI,147,0,0,0,0,15,0,132,0,0,0,0,0,3,4,0,20240329,20241009,2024
boltc001,Bolton,Cody,R,R,SEA,17,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240625,2024
boosc001,Booser,Cam,L,L,BOS,43,43,0,43,0,0,0,0,0,0,0,0,0,0,0,0,20240419,20240913,2024
borur001,Borucki,Ryan,L,L,PIT,14,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240928,2024
boted002,Bote,David,R,R,CHN,37,1,0,1,0,3,6,26,0,0,0,0,0,0,12,0,20240602,20240822,2024
boucs001,Bouchard,Sean,R,R,COL,31,0,0,0,0,0,0,0,0,14,0,17,30,1,1,0,20240417,20240719,2024
bousc001,Boushley,Caleb,R,R,MIN,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20240520,20240827,2024
bowlj001,Bowlan,Jonathan,R,R,KCA,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20240429,20240429,2024
bowmm001,Bowman,Matthew,R,R,ARI,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20240503,20240524,2024
bowmm001,Bowman,Matthew,R,R,BAL,15,15,1,14,0,0,0,0,0,0,0,0,0,0,0,0,20240822,20240928,2024
bowmm001,Bowman,Matthew,R,R,MIN,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20240415,20240426,2024
bowmm001,Bowman,Matthew,R,R,SEA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20240610,20240610,2024
boydm001,Boyd,Matt,L,L,CLE,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,20240813,20241017,2024
boylj001,Boyle,Joe,R,R,OAK,13,13,10,3,0,0,0,0,0,0,0,0,0,0,0,0,20240401,20240929,2024
bradc003,Bradford,Cody,L,L,TEX,14,14,13,1,0,0,0,0,0,0,0,0,0,0,0,0,20240330,20240925,2024
bradk001,Bradish,Kyle,R,R,BAL,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20240502,20240614,2024
bradt002,Bradley,Taj,R,R,TBA,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,20240510,20240927,2024
branr002,Brantly,Rob,L,R,TBA,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20240820,20240823,2024
brasr001,Brasier,Ryan,R,R,LAN,37,37,6,31,0,0,0,0,0,0,0,0,0,0,0,0,20240320,20241030,2024
brazh001,Brazoban,Huascar,R,R,MIA,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20240601,20240727,2024
brazh001,Brazoban,Huascar,R,R,NYN,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,20240731,20240930,2024
brebj001,Brebbia,John,L,R,ATL,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20240905,20240919,2024
brebj001,Brebbia,John,L,R,CHA,54,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,20240330,20240824,2024
brega001,Bregman,Alex,R,R,HOU,147,0,0,0,0,0,0,144,0,0,0,0,0,3,0,0,20240328,20241002,2024
brenw002,Brennan,Will,L,L,CLE,121,0,0,0,0,0,0,0,0,18,8,85,103,13,20,1,20240329,20241018,2024
brewc002,Brewer,Colten,R,R,CHN,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,20240419,20240706,2024
bridj001,Bride,Jonah,R,R,MIA,71,0,0,0,0,38,3,13,0,0,0,0,0,19,2,1,20240328,20240929,2024
brieb001,Brieske,Beau,R,R,DET,52,52,12,40,0,0,0,0,0,0,0,0,0,0,0,0,20240515,20241012,2024
britj003,Brito,Jhony,R,R,SDN,26,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,20240320,20240810,2024
brogc001,Brogdon,Connor,R,R,LAN,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20240409,20240409,2024
brogc001,Brogdon,Connor,R,R,PHI,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20240329,20240401,2024
brooa001,Brooks,Aaron,R,R,OAK,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,20240515,20240624,2024
broot002,Brooks,Trenton,L,L,SFN,12,0,0,0,0,9,0,0,0,0,0,0,0,1,3,0,20240528,20240623,2024
browb006,Brown,Ben,R,R,CHN,15,15,8,7,0,0,0,0,0,0,0,0,0,0,0,0,20240330,20240608,2024
browh001,Brown,Hunter,R,R,HOU,32,32,31,1,0,0,0,0,0,0,0,0,0,0,0,0,20240330,20241002,2024
brows003,Brown,Seth,L,L,OAK,124,0,0,0,0,45,0,0,0,55,1,31,82,2,23,4,20240328,20240929,2024
bruij001,Bruihl,Justin,L,L,PIT,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20240606,20240624,2024
brujv001,Brujan,Vidal,B,R,MIA,102,2,0,2,0,1,31,14,28,3,12,8,22,0,20,4,20240328,20240927,2024
bryak001,Bryant,Kris,R,R,COL,37,0,0,0,0,10,0,0,0,0,0,12,12,15,0,0,20240328,20240810,2024
brzyz001,Brzykcy,Zach,R,R,WAS,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20240901,20240918,2024
bubik001,Bubic,Kris,L,L,KCA,31,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,20240707,20241009,2024
buchd001,Buchanan,David,R,R,CIN,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20240831,20240831,2024
buehw001,Buehler,Walker,R,R,LAN,20,20,19,1,0,0,0,0,0,0,0,0,0,0,0,0,20240506,20241030,2024
bukaj001,Bukauskas,J. B.,R,R,MIL,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20240403,20240413,2024
bumma001,Bummer,Aaron,L,L,ATL,57,57,0,57,0,0,0,0,0,0,0,0,0,0,0,0,20240329,20241001,2024
burdn001,Burdi,Nick,R,R,NYA,12,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20240329,20240523,2024
burgj001,Burger,Jake,R,R,MIA,137,0,0,0,0,69,0,59,0,0,0,0,0,26,2,0,20240328,20240929,2024
burgr001,Burgos,Raymond,L,L,SFN,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20240624,20240624,2024
burkb001,Burke,Brock,L,L,ANA,21,21,1,20,0,0,0,0,0,0,0,0,0,0,0,0,20240816,20240928,2024
burkb001,Burke,Brock,L,L,TEX,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,20240330,20240810,2024
burks001,Burke,Sean,R,R,CHA,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,20240910,20240928,2024
burla001,Burleson,Alec,L,L,SLN,152,0,0,0,0,15,0,0,0,31,0,49,75,60,16,0,20240328,20240929,2024
burnc002,Burnes,Corbin,R,R,ALS,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20240716,20240716,2024
burnc002,Burnes,Corbin,R,R,BAL,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20241001,2024
burrm001,Burrows,Mike,R,R,PIT,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20240928,20240928,2024
burrr002,Burr,Ryan,R,R,TOR,34,34,4,30,0,0,0,0,0,0,0,0,0,0,0,0,20240601,20240929,2024
buscm003,Busch,Michael,L,R,CHN,152,0,0,0,0,142,3,1,0,0,0,0,0,3,13,0,20240328,20240929,2024
busea001,Busenitz,Alan,R,R,CIN,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20240823,20240921,2024
bushk001,Bush,Ky,L,L,CHA,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20240805,20240824,2024
butll001,Butler,Lawrence,L,R,OAK,125,0,0,0,0,0,0,0,0,0,2,123,123,0,11,3,20240328,20240928,2024
buttj001,Butto,Jose,R,R,NYN,36,36,7,29,0,0,0,0,0,0,0,0,0,0,0,0,20240404,20241020,2024
buxtb001,Buxton,Byron,R,R,MIN,102,0,0,0,0,0,0,0,0,0,94,0,94,6,3,4,20240328,20240927,2024
cabaj001,Caballero,Jose,R,R,TBA,139,0,0,0,0,0,30,37,88,0,0,0,0,1,3,7,20240328,20240929,2024
cabbt001,Cabbage,Trey,L,R,HOU,45,0,0,0,0,0,0,0,0,11,0,28,39,3,10,5,20240427,20240821,2024
cabre003,Cabrera,Edward,R,R,MIA,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20240415,20240925,2024
cabrg001,Cabrera,Genesis,L,L,TOR,69,69,0,69,0,0,0,0,0,0,0,0,0,0,0,0,20240330,20240928,2024
cabro002,Cabrera,Oswaldo,B,R,NYA,116,1,0,1,0,18,14,74,6,3,0,3,6,0,4,13,20240328,20241026,2024
calhw001,Calhoun,Willie,L,R,ANA,68,0,0,0,0,4,0,0,0,1,0,0,1,61,5,0,20240503,20240814,2024
calla002,Call,Alex,R,R,WAS,30,0,0,0,0,0,0,0,0,2,3,28,30,0,2,0,20240427,20240823,2024
camaj002,Camargo,Jair,R,R,MIN,5,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,20240416,20240722,2024
camed001,Cameron,Daz,R,R,OAK,66,0,0,0,0,0,0,0,0,30,15,20,58,2,9,7,20240523,20240929,2024
camij001,Caminero,Junior,R,R,TBA,43,0,0,0,0,1,0,39,0,0,0,0,0,3,1,0,20240813,20240929,2024
campg001,Campero,Gustavo,B,R,ANA,13,0,0,0,0,0,0,0,0,1,0,12,13,0,1,0,20240915,20240929,2024
campi001,Campbell,Isaiah,R,R,BOS,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240624,2024
campl002,Campusano,Luis,R,R,SDN,91,0,0,0,86,2,0,0,0,0,0,0,0,0,10,0,20240320,20240907,2024
canaa001,Canario,Alexander,R,R,CHN,15,0,0,0,0,0,0,0,0,10,0,5,14,1,1,1,20240415,20240713,2024
candj002,Candelario,Jeimer,B,R,CIN,112,0,0,0,0,32,0,54,0,0,0,0,0,32,1,0,20240328,20240819,2024
canhm001,Canha,Mark,R,R,DET,93,0,0,0,0,31,0,0,0,23,0,11,33,31,4,0,20240328,20240729,2024
canhm001,Canha,Mark,R,R,SFN,32,0,0,0,0,19,0,1,0,4,0,5,9,3,14,1,20240802,20240928,2024
canng001,Canning,Griffin,R,R,ANA,32,32,31,1,0,0,0,0,0,0,0,0,0,0,0,0,20240330,20240928,2024
cannj001,Cannon,Jonathan,R,R,CHA,23,23,21,2,0,0,0,0,0,0,0,0,0,0,0,0,20240417,20240929,2024
canoy001,Cano,Yennier,R,R,BAL,71,71,0,71,0,0,0,0,0,0,0,0,0,0,0,0,20240331,20241002,2024
cantj002,Cantillo,Joey,L,L,CLE,12,12,8,4,0,0,0,0,0,0,0,0,0,0,0,0,20240728,20241018,2024
canzd001,Canzone,Dominic,L,R,SEA,67,0,0,0,0,0,0,0,0,24,0,38,61,3,8,3,20240328,20240826,2024
capec001,Capel,Conner,L,L,CIN,5,0,0,0,0,0,0,0,0,1,0,0,1,4,1,1,20240511,20240516,2024
caprv001,Capra,Vinny,R,R,MIL,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,20240703,20240709,2024
caram001,Carasiti,Matt,R,R,COL,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20240524,20240607,2024
carav001,Caratini,Victor,B,R,HOU,89,0,0,0,58,13,0,0,0,0,0,0,0,3,20,0,20240330,20241002,2024
carld002,Carlson,Dylan,B,L,SLN,59,0,0,0,0,0,0,0,0,7,27,31,57,1,11,4,20240505,20240727,2024
carld002,Carlson,Dylan,B,L,TBA,37,0,0,0,0,0,0,0,0,28,0,3,29,2,7,1,20240731,20240929,2024
carpk001,Carpenter,Kerry,L,R,DET,94,0,0,0,0,0,0,0,0,3,0,45,47,42,17,0,20240328,20241012,2024
carpm002,Carpenter,Matt,L,R,SLN,59,0,0,0,0,5,1,1,0,0,0,0,0,40,16,1,20240329,20240929,2024
carrc003,Carrasco,Carlos,R,R,CLE,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,20240331,20240807,2024
carrc005,Carroll,Corbin,L,L,ARI,158,0,0,0,0,0,0,0,0,0,81,78,156,0,6,3,20240328,20240929,2024
carte001,Carter,Evan,L,R,TEX,45,0,0,0,0,0,0,0,0,33,2,9,41,4,7,0,20240328,20240526,2024
casac001,Casali,Curt,R,R,SFN,41,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,20240515,20240929,2024
casat001,Casas,Triston,L,R,BOS,63,0,0,0,0,61,0,0,0,0,0,0,0,1,3,0,20240328,20240929,2024
caspb001,Casparius,Ben,R,R,LAN,7,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,20240831,20241029,2024
castd002,Castillo,Diego,R,R,MIN,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20240529,20240928,2024
castd004,Castillo,Diego,R,R,MIN,4,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,20240714,20240723,2024
casth002,Castellanos,Humberto,R,R,ARI,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20240607,20240722,2024
castl003,Castillo,Luis,R,R,SEA,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240908,2024
castm002,Castro,Miguel,R,R,ARI,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,20240328,20240729,2024
castn001,Castellanos,Nick,R,R,PHI,166,0,0,0,0,0,0,0,0,0,0,161,161,5,0,0,20240329,20241009,2024
castw003,Castro,Willi,B,R,ALS,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,20240716,20240716,2024
