id,last,first,bat,throw,team,g,g_p,g_sp,g_rp,g_c,g_1b,g_2b,g_3b,g_ss,g_lf,g_cf,g_rf,g_of,g_dh,g_ph,g_pr,first_g,last_g,season
abadf001,Abad,Fernando,L,L,COL,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20230517,20230718,2023
abboa001,Abbott,Andrew,L,L,CIN,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,20230605,20230927,2023
abboc001,Abbott,Cory,R,R,WAS,22,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,20230501,20231001,2023
abrac001,Abrams,CJ,L,R,WAS,151,0,0,0,0,0,0,0,151,0,0,0,0,0,2,1,20230330,20231001,2023
abrea001,Abreu,Albert,R,R,NYA,45,45,0,45,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20230907,2023
abreb002,Abreu,Bryan,R,R,HOU,81,81,0,81,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20231023,2023
abrej003,Abreu,Jose,R,R,HOU,152,0,0,0,0,145,0,0,0,0,0,0,0,7,0,0,20230330,20231023,2023
abrew002,Abreu,Wilyer,L,L,BOS,28,0,0,0,0,0,0,0,0,12,12,3,25,1,6,1,20230822,20231001,2023
acevd001,Acevedo,Domingo,R,R,OAK,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230503,2023
actog001,Acton,Garrett,L,R,OAK,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20230514,20230528,2023
acunr001,Acuna,Ronald,R,R,ATL,163,0,0,0,0,0,0,0,0,0,0,160,160,2,0,0,20230330,20231012,2023
acunr001,Acuna,Ronald,R,R,NLS,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,20230711,20230711,2023
adama002,Adams,Austin,R,R,ARI,24,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,20230520,20230801,2023
adamj002,Adam,Jason,R,R,TBA,56,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230922,2023
adamj003,Adams,Jordyn,R,R,ANA,17,0,0,0,0,0,0,0,0,3,5,6,14,0,2,2,20230802,20230916,2023
adamr004,Adams,Riley,R,R,WAS,44,0,0,0,40,0,0,0,0,0,0,0,0,1,3,0,20230404,20230906,2023
adamw002,Adames,Willy,R,R,MIL,151,0,0,0,0,0,0,0,149,0,0,0,0,2,0,0,20230330,20231004,2023
adcot001,Adcock,Ty,R,R,SEA,12,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20230612,20230718,2023
adelj001,Adell,Jo,R,R,ANA,17,0,0,0,0,0,0,0,0,2,7,9,15,1,1,0,20230608,20231001,2023
adonj001,Adon,Joan,R,R,WAS,12,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,20230707,20230930,2023
adrie001,Adrianza,Ehire,B,R,ATL,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,20230409,20230501,2023
aguij001,Aguilar,Jesus,R,R,OAK,36,0,0,0,0,24,0,0,0,0,0,0,0,9,7,0,20230330,20230527,2023
ahmen001,Ahmed,Nick,R,R,ARI,72,0,0,0,0,0,0,0,65,0,0,0,0,3,10,0,20230330,20230905,2023
akink001,Akin,Keegan,L,L,BAL,24,24,1,23,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230628,2023
albeh001,Alberto,Hanser,R,R,CHA,30,2,0,2,0,2,11,19,0,0,0,0,0,0,2,0,20230402,20230531,2023
albio001,Albies,Ozzie,B,R,ATL,152,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,20230330,20231012,2023
albio001,Albies,Ozzie,B,R,NLS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20230711,20230711,2023
alcaj001,Alcala,Jorge,R,R,MIN,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20231001,2023
alcas001,Alcantara,Sandy,R,R,MIA,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230903,2023
alexs001,Alexander,Scott,L,L,SFN,55,55,8,47,0,0,0,0,0,0,0,0,0,0,0,0,20230402,20230921,2023
alext001,Alexander,Tyler,R,L,DET,25,25,1,24,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20230702,2023
alfaj002,Alfaro,Jorge,R,R,BOS,8,0,0,0,6,0,0,0,0,0,0,0,0,2,0,1,20230708,20230731,2023
alfaj002,Alfaro,Jorge,R,R,COL,10,0,0,0,2,0,0,0,0,0,0,0,0,7,3,0,20230615,20230629,2023
allak001,Allard,Kolby,L,L,ATL,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,20230628,20230716,2023
alleg002,Allen,Greg,B,R,NYA,22,0,0,0,0,0,0,0,0,11,3,5,19,1,1,10,20230520,20230820,2023
allel003,Allen,Logan,R,L,CLE,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,20230423,20230919,2023
allen002,Allen,Nick,R,R,OAK,106,0,0,0,0,0,1,0,104,0,0,0,0,1,1,6,20230330,20231001,2023
almoa001,Almonte,Abraham,B,R,NYN,8,0,0,0,0,0,0,0,0,1,0,1,2,3,5,0,20230808,20230826,2023
almoy001,Almonte,Yency,R,R,LAN,49,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230811,2023
alonp001,Alonso,Pete,R,R,NLS,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20230711,20230711,2023
alonp001,Alonso,Pete,R,R,NYN,154,0,0,0,0,144,0,0,0,0,0,0,0,9,0,0,20230330,20231001,2023
altuj001,Altuve,Jose,R,R,HOU,101,0,0,0,0,0,98,0,0,0,0,0,0,1,1,0,20230519,20231023,2023
alu-j001,Alu,Jake,L,R,WAS,51,0,0,0,0,0,24,5,0,27,0,0,27,0,5,0,20230509,20231001,2023
alvaf001,Alvarez,Francisco,R,R,NYN,123,0,0,0,108,0,0,0,0,0,0,0,0,7,16,2,20230409,20231001,2023
alvaj004,Alvarado,Jose,L,L,PHI,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20231024,2023
alvay001,Alvarez,Yordan,L,R,HOU,125,0,0,0,0,0,0,0,0,42,0,0,42,82,1,0,20230330,20231023,2023
alzoa001,Alzolay,Adbert,R,R,CHN,58,58,0,58,0,0,0,0,0,0,0,0,0,0,0,0,20230402,20230929,2023
amayj001,Amaya,Jacob,R,R,MIA,4,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,20230618,20230625,2023
amaym001,Amaya,Miguel,R,R,CHN,53,0,0,0,41,0,0,0,0,0,0,0,0,9,9,0,20230504,20231001,2023
andeb006,Anderson,Brian,R,R,MIL,96,0,0,0,0,0,0,70,0,0,0,39,39,4,5,0,20230330,20230927,2023
andec001,Anderson,Chase,R,R,COL,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,20230516,20230926,2023
andec001,Anderson,Chase,R,R,TBA,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20230503,20230509,2023
andeg002,Anderson,Grant,R,R,TEX,26,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,20230530,20230825,2023
anden001,Anderson,Nick,R,R,ATL,35,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20230707,2023
andet001,Anderson,Tim,R,R,CHA,123,0,0,0,0,0,2,0,119,0,0,0,0,0,2,1,20230330,20230930,2023
andet002,Anderson,Tyler,L,L,ANA,27,27,25,2,0,0,0,0,0,0,0,0,0,0,0,0,20230402,20230916,2023
andrc002,Andrews,Clayton,L,L,MIL,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20230701,20230929,2023
andre001,Andrus,Elvis,R,R,CHA,112,0,0,0,0,0,63,3,52,0,0,0,0,1,2,2,20230330,20231001,2023
andum001,Andujar,Miguel,R,R,PIT,30,0,0,0,0,0,0,0,0,1,0,18,19,6,7,1,20230429,20231001,2023
antot001,Antone,Tejay,R,R,CIN,5,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,20230902,20230913,2023
aranj001,Aranda,Jonathan,L,R,TBA,35,0,0,0,0,11,4,2,0,0,0,0,0,12,11,0,20230708,20231003,2023
arauj001,Arauz,Jonathan,B,R,NYN,27,0,0,0,0,0,7,15,5,0,0,0,0,0,1,0,20230802,20230917,2023
arcio002,Arcia,Orlando,R,R,ATL,143,0,0,0,0,0,0,0,143,0,0,0,0,0,2,0,20230330,20231012,2023
arcio002,Arcia,Orlando,R,R,NLS,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20230711,20230711,2023
arenn001,Arenado,Nolan,R,R,NLS,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20230711,20230711,2023
arenn001,Arenado,Nolan,R,R,SLN,144,0,0,0,0,0,0,128,0,0,0,0,0,15,1,0,20230330,20230921,2023
ariag002,Arias,Gabriel,R,R,CLE,122,0,0,0,0,35,1,14,53,0,0,19,19,2,7,14,20230331,20230926,2023
armss001,Armstrong,Shawn,R,R,TBA,40,40,6,34,0,0,0,0,0,0,0,0,0,0,0,0,20230604,20231004,2023
arozr001,Arozarena,Randy,R,R,ALS,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20230711,20230711,2023
arozr001,Arozarena,Randy,R,R,TBA,153,0,0,0,0,0,0,0,0,141,0,0,141,12,2,0,20230330,20231004,2023
arral001,Arraez,Luis,L,R,MIA,149,0,0,0,0,12,136,0,0,0,0,0,0,1,6,0,20230330,20231004,2023
arral001,Arraez,Luis,L,R,NLS,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20230711,20230711,2023
arroc001,Arroyo,Christian,R,R,BOS,66,0,0,0,0,0,62,4,4,0,0,0,0,0,5,1,20230330,20230802,2023
ashcg001,Ashcraft,Graham,L,R,CIN,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,20230402,20230901,2023
assaj001,Assad,Javier,R,R,CHN,32,32,10,22,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20230930,2023
avilp001,Avila,Pedro,R,R,SDN,14,14,6,8,0,0,0,0,0,0,0,0,0,0,0,0,20230702,20231001,2023
azocj001,Azocar,Jose,R,R,SDN,55,0,0,0,0,0,0,0,0,9,17,21,44,2,7,10,20230331,20231001,2023
bachs001,Bachman,Sam,R,R,ANA,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,20230526,20230703,2023
badda001,Baddoo,Akil,L,L,DET,112,0,0,0,0,0,0,0,0,96,5,5,100,5,15,6,20230408,20231001,2023
badeh001,Bader,Harrison,R,R,CIN,14,0,0,0,0,0,0,0,0,0,12,0,12,2,1,4,20230901,20230917,2023
badeh001,Bader,Harrison,R,R,NYA,84,0,0,0,0,0,0,0,0,0,83,0,83,0,4,0,20230502,20230830,2023
bae-j001,Bae,Ji Hwan,L,R,PIT,111,0,0,0,0,0,64,0,3,0,62,0,62,0,7,4,20230330,20231001,2023
baezj001,Baez,Javier,R,R,DET,136,0,0,0,0,0,0,0,130,0,0,0,0,5,4,0,20230330,20231001,2023
bailp001,Bailey,Patrick,B,R,SFN,97,0,0,0,94,0,0,0,0,0,0,0,0,1,5,0,20230519,20230930,2023
bakeb001,Baker,Bryan,R,R,BAL,47,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20231008,2023
bakel001,Baker,Luken,R,R,SLN,33,0,0,0,0,12,0,0,0,0,0,0,0,17,5,0,20230604,20231001,2023
balaj001,Balazovic,Jordan,R,R,MIN,18,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,20230618,20230819,2023
banda001,Banda,Anthony,L,L,WAS,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20230429,2023
bankt001,Banks,Tanner,R,L,CHA,32,32,3,29,0,0,0,0,0,0,0,0,0,0,0,0,20230415,20230930,2023
bannr001,Bannon,Rylan,R,R,HOU,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20230428,20230430,2023
bardd001,Bard,Daniel,R,R,COL,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,20230419,20230926,2023
barlj001,Barlow,Joe,R,R,TEX,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,20230517,20230701,2023
barls001,Barlow,Scott,R,R,KCA,38,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,20230402,20230729,2023
barls001,Barlow,Scott,R,R,SDN,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,20230802,20231001,2023
barna001,Barnes,Austin,R,R,LAN,60,0,0,0,53,0,1,0,0,0,0,0,0,1,7,0,20230401,20231011,2023
barnj002,Barnes,Jacob,R,R,SLN,13,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,20230822,20230929,2023
barnm001,Barnes,Matt,R,R,MIA,24,24,1,23,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20230601,2023
barnt001,Barnhart,Tucker,L,R,CHN,47,4,0,4,42,0,0,0,0,0,0,0,0,0,1,0,20230401,20230816,2023
barrj003,Barria,Jaime,R,R,ANA,34,34,6,28,0,0,0,0,0,0,0,0,0,0,0,0,20230404,20230925,2023
barrk002,Barraclough,Kyle,R,R,BOS,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20230811,20230828,2023
barrt004,Barrera,Tres,R,R,SLN,6,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,20230506,20230524,2023
bartj003,Bart,Joey,R,R,SFN,30,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,20230330,20230911,2023
basao001,Basabe,Osleivis,R,R,TBA,31,0,0,0,0,0,4,5,20,1,0,2,3,0,2,3,20230813,20231001,2023
bassa001,Bass,Anthony,R,R,TOR,22,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230605,2023
bassc001,Bassitt,Chris,R,R,TOR,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,20230402,20230928,2023
battm001,Batten,Matthew,R,R,SDN,43,0,0,0,0,6,17,17,2,0,0,0,0,2,3,2,20230708,20231001,2023
battp001,Battenfield,Peyton,R,R,CLE,7,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,20230412,20230517,2023
batyb001,Baty,Brett,L,R,NYN,108,0,0,0,0,0,0,100,0,1,0,0,1,4,8,0,20230417,20231001,2023
bauej001,Bauers,Jake,L,L,NYA,84,0,0,0,0,22,0,0,0,23,0,33,52,2,13,0,20230429,20230930,2023
baumm001,Baumann,Mike,R,R,BAL,60,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20230921,2023
bautf001,Bautista,Felix,R,R,ALS,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20230711,20230711,2023
bautf001,Bautista,Felix,R,R,BAL,56,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230825,2023
bazae001,Bazardo,Eduard,R,R,BAL,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20230706,20230716,2023
bazae001,Bazardo,Eduard,R,R,SEA,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20230819,20230930,2023
beatm001,Beaty,Matt,L,R,KCA,26,0,0,0,0,15,0,0,0,0,0,2,2,6,7,0,20230618,20230906,2023
beatm001,Beaty,Matt,L,R,SFN,4,1,0,1,0,0,0,0,0,0,0,0,0,3,3,0,20230330,20230417,2023
beckt002,Beck,Tristan,R,R,SFN,33,33,3,30,0,0,0,0,0,0,0,0,0,0,0,0,20230420,20230930,2023
bednd001,Bednar,David,L,R,PIT,66,66,0,66,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20231001,2023
beekj001,Beeks,Jalen,L,L,TBA,30,30,8,22,0,0,0,0,0,0,0,0,0,0,0,0,20230402,20230920,2023
bella001,Bellatti,Andrew,R,R,PHI,27,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230911,2023
bellb002,Bello,Brayan,R,R,BOS,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,20230417,20230927,2023
bellc002,Bellinger,Cody,L,L,CHN,130,0,0,0,0,59,0,0,0,0,84,0,84,3,2,0,20230330,20230930,2023
bellj005,Bell,Josh,B,R,CLE,97,0,0,0,0,30,0,0,0,0,0,0,0,66,2,0,20230330,20230731,2023
bellj005,Bell,Josh,B,R,MIA,55,0,0,0,0,32,0,0,0,0,0,0,0,23,0,0,20230802,20231004,2023
beltb001,Belt,Brandon,L,L,TOR,105,0,0,0,0,29,0,0,0,0,0,0,0,71,6,0,20230330,20231004,2023
bemba001,Bemboom,Anthony,L,R,BAL,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,20230403,20230702,2023
benia002,Benintendi,Andrew,L,L,CHA,151,0,0,0,0,0,0,0,0,147,0,0,147,2,3,3,20230330,20230929,2023
bensw001,Benson,Will,L,L,CIN,108,0,0,0,0,0,0,0,0,46,4,54,97,5,14,5,20230330,20231001,2023
bernb001,Bernardino,Brennan,L,L,BOS,55,55,6,49,0,0,0,0,0,0,0,0,0,0,0,0,20230424,20231001,2023
berrj001,Berrios,Jose,R,R,TOR,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,20230403,20231004,2023
berrp001,Berroa,Prelander,R,R,SEA,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20230721,20231001,2023
bertj001,Berti,Jon,R,R,MIA,135,0,0,0,0,0,15,41,66,19,0,1,20,1,20,4,20230330,20231004,2023
bethc001,Bethancourt,Christian,R,R,TBA,105,1,0,1,103,0,0,0,0,0,0,0,0,1,2,0,20230330,20231003,2023
bettm001,Betts,Mookie,R,R,LAN,155,0,0,0,0,0,73,0,16,0,0,110,110,0,1,0,20230330,20231011,2023
bettm001,Betts,Mookie,R,R,NLS,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20230711,20230711,2023
bibet001,Bibee,Tanner,R,R,CLE,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,20230426,20230916,2023
bichb001,Bichette,Bo,R,R,ALS,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20230711,20230711,2023
bichb001,Bichette,Bo,R,R,TOR,137,0,0,0,0,0,0,0,132,0,0,0,0,5,1,0,20230330,20231004,2023
bickp001,Bickford,Phil,R,R,LAN,36,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230728,2023
bickp001,Bickford,Phil,R,R,NYN,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,20230802,20230930,2023
bidoo001,Bido,Osvaldo,R,R,PIT,16,16,9,7,0,0,0,0,0,0,0,0,0,0,0,0,20230614,20231001,2023
biebs001,Bieber,Shane,R,R,CLE,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230927,2023
bielb001,Bielak,Brandon,L,R,HOU,15,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0,20230501,20230824,2023
biggc002,Biggio,Cavan,L,R,TOR,113,0,0,0,0,20,51,13,1,1,0,27,28,7,16,12,20230330,20231004,2023
birdj001,Bird,Jake,R,R,COL,70,70,3,67,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20231001,2023
blacc001,Blackmon,Charlie,L,L,COL,96,0,0,0,0,0,0,0,0,0,0,30,30,61,7,0,20230330,20231001,2023
blacp001,Blackburn,Paul,R,R,OAK,21,21,20,1,0,0,0,0,0,0,0,0,0,0,0,0,20230529,20230926,2023
blact002,Blach,Ty,R,L,COL,20,20,13,7,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20230929,2023
bland001,Blanco,Dairon,R,R,KCA,69,0,0,0,0,0,0,0,0,35,9,24,61,4,0,15,20230612,20231001,2023
blanr001,Blanco,Ronel,R,R,HOU,17,17,7,10,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20230826,2023
blant002,Blankenhorn,Travis,L,R,WAS,10,0,0,0,0,0,0,0,0,8,0,3,10,0,0,0,20230901,20230914,2023
bledj001,Bleday,JJ,L,L,OAK,82,0,0,0,0,0,0,0,0,39,28,12,75,5,6,0,20230503,20231001,2023
bleir001,Bleier,Richard,L,L,BOS,27,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,20230402,20230806,2023
bogax001,Bogaerts,Xander,R,R,SDN,155,0,0,0,0,0,0,0,146,0,0,0,0,8,1,0,20230330,20231001,2023
bohma001,Bohm,Alec,R,R,PHI,158,0,0,0,0,80,0,103,0,0,0,0,0,3,3,0,20230330,20231024,2023
boltc001,Bolton,Cody,R,R,PIT,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,20230429,20230930,2023
borur001,Borucki,Ryan,L,L,PIT,38,38,2,36,0,0,0,0,0,0,0,0,0,0,0,0,20230619,20230929,2023
boucs001,Bouchard,Sean,R,R,COL,21,0,0,0,0,0,0,0,0,4,0,12,16,1,3,3,20230901,20231001,2023
bousc001,Boushley,Caleb,R,R,MIL,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20230929,20230929,2023
bowlj001,Bowlan,Jonathan,R,R,KCA,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20230927,20230929,2023
bowmm001,Bowman,Matthew,R,R,NYA,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20230912,20230929,2023
boxbb001,Boxberger,Brad,R,R,CHN,22,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230921,2023
boydm001,Boyd,Matt,L,L,DET,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,20230403,20230626,2023
boylj001,Boyle,Joe,R,R,OAK,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20230917,20230930,2023
bracs001,Bracho,Silvino,R,R,CIN,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20230514,20230624,2023
brada001,Bradley,Archie,R,R,MIA,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20230613,20230630,2023
bradc003,Bradford,Cody,L,L,TEX,25,25,8,17,0,0,0,0,0,0,0,0,0,0,0,0,20230515,20231031,2023
bradj001,Bradley,Jackie,L,R,KCA,43,0,0,0,0,0,0,0,0,6,29,10,43,0,1,4,20230402,20230607,2023
bradk001,Bradish,Kyle,R,R,BAL,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,20230403,20231007,2023
bradt002,Bradley,Taj,R,R,TBA,23,23,21,2,0,0,0,0,0,0,0,0,0,0,0,0,20230412,20231001,2023
branm003,Brantley,Michael,L,L,HOU,23,0,0,0,0,0,0,0,0,17,0,0,17,5,2,0,20230829,20231023,2023
brasm001,Brash,Matt,R,R,SEA,78,78,0,78,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230930,2023
brasr001,Brasier,Ryan,R,R,BOS,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230514,2023
brasr001,Brasier,Ryan,R,R,LAN,40,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,20230621,20231009,2023
brazh001,Brazoban,Huascar,R,R,MIA,51,51,0,51,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20231003,2023
brebj001,Brebbia,John,L,R,SFN,40,40,10,30,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20231001,2023
brega001,Bregman,Alex,R,R,HOU,172,0,0,0,0,0,0,171,0,0,0,0,0,1,0,0,20230330,20231023,2023
brenw002,Brennan,Will,L,L,CLE,138,0,0,0,0,0,0,0,0,7,11,110,121,4,19,3,20230330,20231001,2023
brewc002,Brewer,Colten,R,R,NYA,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20230402,20230413,2023
bridj001,Bride,Jonah,R,R,OAK,40,0,0,0,0,5,0,27,0,0,0,0,0,6,8,0,20230529,20230906,2023
brieb001,Brieske,Beau,R,R,DET,25,25,1,24,0,0,0,0,0,0,0,0,0,0,0,0,20230715,20230930,2023
brigj002,Brigham,Jeff,R,R,NYN,37,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,20230418,20230921,2023
brisb001,Bristo,Braden,R,R,DET,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20230530,20230614,2023
brisb001,Bristo,Braden,R,R,TBA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20230413,20230413,2023
britj003,Brito,Jhony,R,R,NYA,25,25,13,12,0,0,0,0,0,0,0,0,0,0,0,0,20230402,20231001,2023
brogc001,Brogdon,Connor,R,R,PHI,27,27,1,26,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230604,2023
brosm001,Brosseau,Mike,R,R,MIL,29,3,0,3,0,4,1,20,0,0,0,0,0,2,4,1,20230401,20230604,2023
browh001,Brown,Hunter,R,R,HOU,35,35,29,6,0,0,0,0,0,0,0,0,0,0,0,0,20230403,20231023,2023
brows003,Brown,Seth,L,L,OAK,112,0,0,0,0,17,0,0,0,25,0,56,77,19,20,0,20230330,20230928,2023
bruij001,Bruihl,Justin,L,L,COL,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20230811,20230824,2023
bruij001,Bruihl,Justin,L,L,LAN,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20230417,20230725,2023
brujv001,Brujan,Vidal,B,R,TBA,37,0,0,0,0,0,15,4,8,0,0,6,6,0,2,8,20230408,20230913,2023
bryak001,Bryant,Kris,R,R,COL,80,0,0,0,0,7,0,0,0,1,0,46,47,25,1,0,20230330,20231001,2023
bubik001,Bubic,Kris,L,L,KCA,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20230404,20230415,2023
bukaj001,Bukauskas,J. B.,R,R,MIL,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20230703,20230924,2023
bukaj001,Bukauskas,J. B.,R,R,SEA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20230409,20230409,2023
bumgm001,Bumgarner,Madison,R,L,ARI,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20230419,2023
bumma001,Bummer,Aaron,L,L,CHA,61,61,0,61,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20230928,2023
burdn001,Burdi,Nick,R,R,CHN,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20230516,20230520,2023
burdp001,Burdick,Peyton,R,R,MIA,14,0,0,0,0,0,0,0,0,1,3,11,13,0,1,1,20230503,20230521,2023
burdz001,Burdi,Zack,R,R,TBA,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20230426,20230523,2023
burgj001,Burger,Jake,R,R,CHA,88,0,0,0,0,5,5,53,0,0,0,0,0,25,6,0,20230406,20230730,2023
burgj001,Burger,Jake,R,R,MIA,55,0,0,0,0,0,0,51,0,0,0,0,0,4,0,0,20230802,20231004,2023
burkb001,Burke,Brock,L,L,TEX,55,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20231031,2023
burla001,Burleson,Alec,L,L,SLN,107,2,0,2,0,17,0,0,0,44,0,13,54,24,24,0,20230401,20230919,2023
burnc002,Burnes,Corbin,R,R,MIL,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,20230330,20231003,2023
buscm003,Busch,Michael,L,R,LAN,27,0,0,0,0,4,1,13,0,1,0,0,1,8,3,0,20230425,20230907,2023
busea001,Busenitz,Alan,R,R,CIN,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20230514,20231001,2023
bushm001,Bush,Matt,R,R,MIL,12,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20230401,20230630,2023
bushm001,Bush,Matt,R,R,TEX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
butll001,Butler,Lawrence,L,R,OAK,42,0,0,0,0,0,0,0,0,0,41,2,42,0,5,0,20230811,20231001,2023
buttj001,Butto,Jose,R,R,NYN,9,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0,20230416,20231001,2023
